unidade_origem,unidade_responsavel,dia_semana,mes_fato,ano_fato,data_fato,consolidado,especificacao_crime,causa_presumivel,meio_empregado_sisp,bairros,local_ocorrencia,vit_fx_etaria,vit_sexo,vit_cor_pele,vit_grau_inst,grau_de_relacionamento,relato,aut_sexo,turno,periodo,consolidado_stratified
JURUNAS - DELEGACIA DE POLICIA - 1ª RISP - 4ª AISP,COMERCIO - 6ª SECCIONAL - 1ª RISP - 1ª AISP,TER,NOVEMBRO,2020,2020-11-24,AMEACA,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,BATISTA CAMPOS,VIA PUBLICA,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<p>//////O comunicante acima qualificado compareceu a esta DEPOL do jurunas para informar que no dia, local e horário acima citados relata que está sendo ameaçado pelo seu vizinho JEREMIAS NOGUEIRA GONÇALVES, residente na Av. Conselheiro Furtado n° 05 entre praça Osvaldo Cruz e Vila Militar, Bairro Batista Campos, segundo o relator o acusado seria usuário de drogas e toda vez que o mesmo está sobe efeito de drogas persegue o relator tirando sua tranquilidade dizendo que não tem nada a perder, vai pegar o relator lhe provocando de várias formas e na data de hoje após discussão o acusado de posse de uma faca peixeira ameaçou o relator puxando a faca para furar o relator que tentou se defender deixando seu aparelho celular cair no chão vindo a danificar, registra-se//////.</p>",Nao informado,TARDE,2 SEMESTRE DE 2020,AMEACA
Nao informado,Nao informado,SEG,NOVEMBRO,2022,2022-11-07,AMEACA,Nao informado,IMPERICIA / IMPRUDENCIA / NEGLIGENCIA,OUTROS MEIOS,BATISTA CAMPOS,VIA PUBLICA,IDOSO (65 ANOS OU MAIS),F,PREJUDICADO,ENSINO FUNDAMENTAL COMPLETO,NAO INFORMADO,"<P>//////////////////A CIDADA EM TELA ACIMA IDENTIFICADA COMPARECEU A ESTA SECCIONAL NA DATA, HORA E LOCAL ACIMA MENCIONADOS PARA COMUNICAR QUE FOI VITIMA DO <B>CONTO DO PACO</B>, QUE DUAS MULHERES OFERECERAM UMA RECOMPENSA PELA MESMA TER SUPOSTAMENTE ENCONTRADO UM CARTAO E POR CONTA DISSO FURTARAM A SUA BOLSA CONTENDO: A IMPORTANCIA DE R$ 860,00, CARTEIRA DE IDENTIDADE CIVIL, CPF, CARTAO DO BANCO BRADESCO, CARTAO DA CAIXA ECONOMICA FEDERAL, CARTAO ITAU E UM APARLHO CELULAR. REGISTRA-SE.///////////////////,&NBSP;</P>",Nao informado,TARDE,2 SEMESTRE DE 2022,AMEACA
Nao informado,Nao informado,QUA,NOVEMBRO,2023,2023-11-22,LESAO CORPORAL,VIOLENCIA DOMESTICA,ÓDIO OU VINGANÇA,OUTROS MEIOS,CREMACAO,"PENITENCIARIA, REFORMATORIO",ADOLESCENTE (12 A 17 ANOS),F,PREJUDICADO,PREJUDICADO,COMPANHEIRO(A),"<P>A RELATORA E&NBSP;CONSELHEIRA TUTELAR, E ESTAVA EM SEU LOCAL DE TRABALHO QUANDO POLICIAIS MILITARES APRESENTARAM A ADOLESCENTE <B>CLAUDIA KAUANNY BARRETO FERREIRA, 14 ANOS, DN 22/02/2009, FILHA DE ANTONIO DA SILVA FERREIRA E MARIA LUIZA DA SILVA BARRETO, CPF 060722102-01, ENDERECO NAO INFORMADO</B>, A QUAL FOI AGREDIDA E LESIONADA POR SEU COMPANHEIRO LOBATO MARINALDO DA SILVA, 40 ANOS E EDNA BARRETO, 52 ANOS, RESIDENTE NA RUA MARIA ROSA, BAIRRO TERRA FIRME, NA CASA ONDE A ADOLESCENTE CONVIVIA COM O AUTOR A TRES MESES, FATO ESTE OCORRIDO DEVIDO O AUTOR NAO ACEITAR MAIS A ADOLESCENTE EM SUA CASA POR CIUMES DA MESMA E ESTA SE NEGAR A SAIR POIS NAO TINHA PARA ONDE IR, TENDO O AUTOR COMUNICADO SUA DECISAO A EDNA (TIA DA ADOLESCENTE) QUE FOI ATE O LOCAL E AMBOS AGREDIRAM A ADOLESCENTE NA INTENCAO DE COLOCA-LA PARA FORA DA CASA, QUE, A ADOLESCENTE AINDA INFORMOU QUE A CASA E ALUGADA E QUE O PROPRIETARIO TAMBEM AJUDOU NA AGRESSAO JOGANDO PEDRAS NA ADOLESCENTE PARA QUE A MESMA SAISSE, QUE, A ADOLESCENTE FICOU LESIONADA NO BRACO, MAO E JOELHO, POR SUA TIA E COMPANHEIRO, QUE, A ADOLESCENTE FOI ABANDONADA PELA MAE E SEU TIO AVO QUE A CRIOU ENCONTRA-SE PRESO, RESSALTANDO QUE A ADOLESCENTE TEM CINCO&NBSP;IRMAS, E QUE SOMENTE A MENOR MORA COM A MAE, QUE, O FATO OCORREU POR VOLTA DE 12 H E QUE A OCORRENCIA SO CHEGOU NO CONSELHO TUTELAR POR VOLTA DE 17 H ENCAMINHADA PELA POLICIA MILITAR DO 37º BPM GUAMA, QUE, O CONSELHO TUTELAR FICARA RESPONSAVEL PELO ABRIGAMENTO DA ADOLESCENTE, BEM COMO FOI REQUISITADO EXAME DE LESAO CORPORAL. REGISTRA-SE./////////////<BR></P>",M,TARDE,2 SEMESTRE DE 2023,LESAO CORPORAL
CREMACAO - 4ª SECCIONAL - 1ª RISP- 3ª AISP,CREMACAO - 4ª SECCIONAL - 1ª RISP- 3ª AISP,SEG,AGOSTO,2019,2019-08-05,AMEACA,Nao informado,ÓDIO OU VINGANÇA,ARMA DE FOGO,CREMACAO,VIA PUBLICA,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO MEDIO INCOMPLETO,NAO INFORMADO,"<p>A Sra. MAIZA SANTOS DE SOUZA, vem a está DENUNCIAR QUE ESTAVA INDO PARA SEU TRABALHO QUANDO FOI ABORDADA POR UM INDIVIDUO APARENTANDO TER 22 ANOS, ALTO, MAGRO, MORENO CLARO, CAMISA BRANCA DE MANGA, BERMUDA JEANS E UM BCICLETA PRATEADA, QUE ESCOSTOU UMA ARMA DE FOGO TIPO REVOLVER EM SUA CABEÇA E MANDOU QUE A RELATORA OLHASSE PARA O MESMO E FOI QUANDO PERGUNTOU A RELATORA SEU NOME, QUANDO A RELATORA RESPONDEU ESTE DISSE QUE ESTAVA PROCURANDO UMA INGRIDE E QUE ESTAVA DEVIA DROGAS PARA O MELIANTE. APÓS ISSO O MESMO MANDOU A RELATORA ABRIR SUA BOLSA E COMO ESTÁ NÃO TINHA NADA A MANDOU EMBORA, APÓS ISSO O MESMO DESCEU PAR A FEIRA DA RUA SÃO MIGUEL E PERGUNTOU A RELATORA SE DAVA NO BAIRRO DA TERRA FIRME, O QUE A RELATORA CONFIRMOU,</p>",Nao informado,MANHA,2 SEMESTRE DE 2019,AMEACA
Nao informado,Nao informado,SEX,JUNHO,2023,2023-06-16,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,UMARIZAL,OUTROS LOCAIS,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO SUPERIOR COMPLETO,NAO INFORMADO,"<P>O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS, OCORREU O CRIME DE AMEACA, CONFORME O SEGUINTE RELATO:<BR><BR>A DECLARANTE REGISTRA QUE, NO DIA 16 DE JUNHO DE 2023, FOI AMEACADA PELA SRA. MIRLEY LIBDI, ATUAL ESPOSA DO SR. MARIO PERALTA, QUE, POR SUA VEZ, E PAI DA FILHA DA DECLARANTE, GABRIELA MOURA PERALTA, CONFORME MENSAGEM VIA WHATSAPP ANEXA.ESCLARECE A DECLARANTE QUE UTILIZOU FOTOS DO SR. MARIO PERALTA COM O FILHO MAIS NOVO, DO QUAL A SRA. MIRLEY E A MAE, EM PROCESSO MOVIDO POR ELE PARA REVISAO DE ALIMENTOS DEVIDOS A FILHA GABRIELA (REPRESENTADA PELA MAE-DECLARANTE). O PROCESSO DE REVISAO DE ALIMENTOS, NATURALMENTE, POSSUI SEGREDO DE JUSTICA, LOGO, NAO HA QUALQUER EXPOSICAO PUBLICA DA FOTOGRAFIA DO PAI COM O FILHO (QUE FORA PUBLICADA POR ELE MESMO NAS REDES SOCIAIS), DE MODO QUE A AMEACA DA SRA. MIRLEY E TOTALMENTE INJUSTA. REGISTRA PARA FINS DE RESGUARDO DE DIREITOS, CASO VENHAM A SE MATERIALIZAR AS AMEACAS FEITAS PELA NACIONAL MIRLEY.<BR><BR>SEGUE ABAIXO AS INFORMACOES DO(S) ENVOLVIDO(S) NO FATO:<BR><BR><B>COMUNICANTE / VITIMA 1</B><BR>NOME: THAIS NASSAR MOURA<BR>NOME SOCIAL: THAIS NASSAR MOURA<BR>SEXO: F<BR>DATA DE NASCIMENTO: 03/04/1978<BR>MAE: MARIA DE LOURDES NASSAR MOURA<BR>ENDERECO: AVENIDA PEDRO ALVARES CABRAL, 264 - UMARIZAL - BELEM/PA - 66050400<BR>CONTATOS: 91 9814-8814 - 91 98148-8148 - THAISNASSAR@GMAIL.COM<BR><BR></P>",F,MANHA,1 SEMESTRE DE 2023,AMEACA
DEACA-PROPAZ INTEGRADO-CPC RENATO CHAVES-504,DEACA-PROPAZ INTEGRADO-CPC RENATO CHAVES-504,SEG,NOVEMBRO,2020,2020-11-30,ESTUPRO DE VULNERAVEL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,PARQUE GUAJARA,RESIDENCIA PARTICULAR,CRIANCA (0 A 11 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,PAI,"<p>A relatora acima qualificada, na qualidade de genitora das menores, <b>MANUELLY SOFIA CORREA DE OLIVEIRA, nascida em 09/01/2014, com 06 anos de idade e a MARIZA CONCEIÇÃO CORREA DE OLIVEIRA, nascida em 15/12/2009, com 10 anos de idade</b>. Compareceu nesta especializada por demanda espontânea, com a queixa. QUE: suspeita que as menores tenham sido vítimas de violência sexual, perpetrado pelo Srº <b>MÁRCIO RICHARD SOUZA DE OLIVEIRA (genitor&nbsp;das vítimas)</b>. Com aproximadamente 49 anos de idade, servente de obra, residente e domiciliado Alameda dos Lírios Nº56 Bairro Parque Guajará. O fato foi revelado para a relatora dia 30/11/20 pela parte da manhã pelas menores. O fato ocorre já faz algum tempo em horários diversos, na residência do suposto abusador, quando as menores estão sob seus cuidados. Nada mais disse. Encaminha-se as menores para Exame de sexológico forense e para o acompanhamento necessários. Registra-se////////////////////////</p>",M,MANHA,2 SEMESTRE DE 2020,ESTUPRO DE VULNERAVEL
Nao informado,Nao informado,TER,AGOSTO,2022,2022-08-09,ESTUPRO DE VULNERAVEL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,GUAMA,RESIDENCIA PARTICULAR,ADOLESCENTE (12 A 17 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,PADRASTO,"<P>NA DATA DE ONTEM, 09/08/2022, SUA FILHA JHENNYFER VICTORIA SOBRINHO DA SILVA, ATUALMENTE COM 12 ANOS, RELATOU QUE O PADRASTO DELA, ALDEIRES TAVARES GUEDES, O QUAL CONVIVIA A APROXIMADAMENTE 8 ANOS COM A RELATORA, TINHA ABUSADO DELA. QUE ONTEM, JHENNYFER ESTAVA ESTRANHA E SEGURANDO O CHORO, E QUE PERGUNTOU QUE TINHA ACONTECIDO, A MENOR DISSE QUE TINHA SIDO ABUSADA PELO PADRASTO E COMECOU A CHORAR.A RELATORA TERIA PERGUNTADO QUAL TIPO DE ABUSO PRATICADO, E A MENOR DISSE QUE ELE ABUSOU. QUE PERGUNTOU SE ELE HAVIA FEITO SEXO COM ELA, E A MENOR JHENNYFER VICTORIA CONFIRMOU, DIZENDO QUE ELE HAVIA FEITO SEXO COM ELA, QUE DOEU MUITO, QUE TINHA SANGRADO, E NAO DEU MAIS DETALHES; QUE A MENOR TERIA DITO A RELATORA QUE O ABUSO OCORREU QUANDO ELA TINHA 09 ANOS.</P>",M,TARDE,2 SEMESTRE DE 2022,ESTUPRO DE VULNERAVEL
Nao informado,Nao informado,QUI,ABRIL,2023,2023-04-13,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TAPANA,VIA PUBLICA,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA QUALIFICADA, COMPARECEU NESTA DELEGACIA DO TAPANA, NO DIA E HORA E LOCAL ACIMA MENCIONADOS, PARA COMUNICAR QUE FOI AMEACADA PELO NACIONAL ALAN, CONHECIDO COMO ALAN BARBEIRO&NBSP;RESIDENTE NO RESIDENCIAL VIVER PRIMAVERA, APTO 403, BLOCO 13-TAPANA; QUE A RELATORA TRABALHA COM VENDA DE ROUPA; QUE O ALAN LHE DEVE UMA QUANTIA DE R$: 80,00 DE UMA CALCA QUE ELE COMPROU NA LOJA DA RELATORA; QUE NA DATA DE HOJE, A RELATORA AO COBRAR O ALAN SOBRE A CALCA, O MESMO NAO GOSTOU E DISSE AS SEGUINTES TEXTUAIS"" QUE TU VAIS ME PAGAR, TU VAIS SE FUDER, TU VAIS VER O QUE EU VOU FAZER, EU NAO PAGAR NADA, VAI TE FUDER""(TEXTUAIS); QUE A RELATORA COMUNICA QUE O ALAN FALOU EM TONS DE AMEACA; QUE A RELATORA TEME POR SUA VIDA; QUE A RELATORA COBROU ELE E DEPOIS FOI EMBORA EM SEU VEICULO; QUE APOS ISSO, O ALAN PERSEGUIU A RELATORA EM UMA MOTO EM COMPANHIA DE UM OUTRO RAPAZ E PROFERIU AS AMEACAS JA CITADAS.&NBSP;REGISTRA-SE//////////////////&NBSP;</P>",Nao informado,MANHA,1 SEMESTRE DE 2023,AMEACA
Nao informado,Nao informado,SEX,ABRIL,2021,2021-04-23,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,JURUNAS,LOCAL DE PROSTITUICAO,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS OCORREU O CRIME DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER (AMEACA), CONFORME O SEGUINTE RELATO:O IRMAO DA MINHA MAE ESTA USANDO DE VIOLENCIA PSICOLOGICA COM ELA A MESES E RECENTEMENTE FEZ GRAVE AMEACA CONTRA A VIDA DELA, DIZENDO QUE USARIA DE FORCA FISICA PARA ESPANCA-LA E PROVOCAR GRAVES LESOES CORPORAIS, PORQUE ELA SIMPLESMENTE DEU O TELEFONE DELE PRA ASSISTENTE SOCIAL DO CRAS CONVERSAR COM ELE SOBRE ALGUNS PAPEIS DE FACULDADE QUE ELE PRECISARIA ASSINAR POR ESTAMOS NO MESMO GRUPO FAMILIAR. MINHA MAE ESTA COM MEDO DE SER ESPANCADA POR ELE, QUE JA PROFERIU VARIAS DIFAMACOES E PERTURBOU A TRANQUILIDADE DELA. POR FAVOR, AJUDEM MINHA MAE A FICAR EM SEGURANCA, TEMO PELO BEM ESTAR PSICOLOGICO E FISICO DELA.=====================DADOS DA VITIMA=====================NOME: MARIA DE BELEM RODRIGUES PEREIRACPF: 190.366.472-15DATA DE NASCIMENTO: 30/08/1964ESTADO CIVIL: SOLTEIRO(A)ENDERECO: PASSAGEM SAO DOMINGOS, 68, CASA COM ARVORE EM FRENTEBAIRRO: JURUNASCIDADE: BELEM/PA=====================DADOS DO DENUNCIADO=====================NOME: GERSON ALEXANDRE PEREIRA DA SILVAENDERECO: ALAMEDA SAO JOAO BATISTA, 1, CASABAIRRO: BATISTA CAMPOSCIDADE: BELEM/PA",Nao informado,TARDE,1 SEMESTRE DE 2021,AMEACA
PEDREIRA - 10ª SECCIONAL - 1ª RISP - 8ª AISP,PEDREIRA - 10ª SECCIONAL - 1ª RISP - 8ª AISP,QUI,AGOSTO,2019,2019-08-08,AMEACA,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,PEDREIRA,CASA COMERCIAL,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO INCOMPLETO,NAO INFORMADO,"<p>A Sra. ANA VITORIA CAETANO COSTA, comunica nesta Seccional Urbana da Pedreira. QUE: na qualidade de proprietária de um Restaurante Denominado “ EMPORIUM ORIENTAL “ , Tv. Perebebui, nº 1522, Bairro da Pedreira, Belém/PA. Ocorre que a declarante afirma que no dia de ontem 08/08/2019, por volta das 19:00h, a declarante que os prestadores de serviços que prestavam prestação de serviços de motoboy , cujo os nacionais SR. JORGE LUIS COSTA DA SILVA, SR. SAULO A. S. CALVALCANTE, ambos os nacionais no dia acima se direcionaram até ao estabelecimento comercial da declarante, o qual o nacional SR. JORGE LUIS COSTA DA SILVA, armado com um pedaço de pau, veio fazer ameaças direcionado a declarante, a sua secretaria a nacional Sra. ELLEN CAROLINA CARVALHO DA CUNHA, RG. 54.290.684-3, e também aos familiares da declarante, o qual o mesmo muito alterado com os seus comparsas, o mesmo veio ameaças verbais com o pedaço de pau em mãos afirmando com os seguintes textuais junto com outros comparsas “ QUE IRIAM APRONTAR PRA VALER E IRIAM INVADIR ROUBAR O ESTABELECIMENTO COMERCIAL E DEPOIS IRIAM ATIRAR QUEM TIVESSEM NO INTERIOR DO ESTABELECIMENTO “. QUE: a declarante afirma que de imediato, a mesma veio 190, o qual um viatura da Policia militar, se direcionou para o local do fato, onde os tais indivíduos foram abordados e liberados pela Policia Militar. QUE: a declarante afirma que a motivação do fato acima, foi devido os tais indivíduos cobrarem débitos em relação a prestação de serviços feito pelos mesmo, Porém a declarante afirma que existe um cronograma de pagamento acertado com o indivíduos, porém os mesmo acharam de fazer ameaças querendo de qualquer maneira que a empresa acima passem os valores devidos aos mesmos. Registra para fins de direito./////////////////////</p>",Nao informado,NOITE,2 SEMESTRE DE 2019,AMEACA
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DOM,JULHO,2020,2020-07-05,AMEACA,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,MANGUEIRAO,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>A relatora acima qualificada compareceu nesta Especializada para registrar contra seu ex companheiro o Sr.<b>ADAILSON SOUSA LOBO</b>,Pedreiro,Nascido em 19/10/1973,Filho de Wilson Sousa Lobo e Maria Tereza Sousa Lobo,Residente na Travessa São Paulo V, casa 161.Distrito Industrial.Que conviveram por 16 anos e tem 3 filhos dessa união.Que devido a relatora sofrer violência domestica e descobrir que Adailson já estava com outra mulher a relatora decidiu se separar. Que como Adailson lhe ameaçava, em 2015 foi deferida Medidas Protetivas para a relatora no Processo 00004408020158145150 .Que já estão separados há 6 anos e agora que seu ex companheiro se separou de sua companheira está perturbando e ameaçando a relatora.Que no mês de Junho/2020 Adailson descobriu que o novo companheiro da relatora havia dormido em sua casa e passou a lhe ameaçar.Que Adailson falou para o irmão da relatora que iria tocar fogo no carro de seu namorado e iria matar a relatora.Que seu ex companheiro lhe ofende ,falando para seus vizinhos e os vizinhos de sua mãe que a relatora é "" VAGABUNDA,PUTA ,SAFADA."".Que Adailson manda recado que vai matar a relatora e seu atual companheiro. Que Adailson afirma que se a relatora lhe denunciar ""vai morrer"".Que domingo dia 05/07/2020 por volta das 12:30h a relatora estava na casa de sua mãe com seu atual companheiro,quando a relatora avistou Adilson que estava no canto da rua lhe olhando.Que depois os vizinhos vieram lhe falar que seu ex companheiro estava lhe ameçando de morte .Que Adailson afirmou que pagou R$ 500,00 (Quinhentos reais) para uma pessoa matar a relatora e seu atual companheiro.Que a relatora está muito abalada e com bastante medo do que Adilson possa fazer.Que como já foi agredida e ameaçada antes, teme por sua integridade fisica.Que a relatora deseja representar contra ADAILSON SOUSA LOBO,pelas ameaças .Que foi oferecido abrigo público e não foi aceito .Que a relatora Deseja novamente Medidas Protetivas de Urgência e requer ao Douto Juizo as seguintes contra o agressor: III - Proibição de determinadas condutas, entre as quais:a) Proibição de aproximação da ofendida, de seus familiares e das testemunhas, fixando o limite mínimo de distância entre estes e o agressor;b) Proibição de contato com a ofendida, seus familiares e testemunhas por qualquer meio de comunicação; c) Proibição de frequentar determinados lugares a fim de preservar a integridade física e psicológica da ofendida,sito o endereço da mãe da relatora Conjunto Carmelândia,Rua da Paz n. 126.</p>",Nao informado,TARDE,2 SEMESTRE DE 2020,AMEACA
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,QUI,DEZEMBRO,2019,2019-12-19,LESAO CORPORAL,VIOLENCIA DOMESTICA,ÓDIO OU VINGANÇA,OUTROS MEIOS,BENGUI,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>Que a declarante Sra. THAYNA HIVE,OLIVEIRA ARAÚJO, 21 anos, não apresentou documentos pessoais, compareceu a esta especializada para registrar que conviveu em união estável durante um ano com a<b> Sra. VILMA FERREIRA DA SILVA, residente no Conjunto Catalina, Rua Coronel Brito, Travessa :03, casa:02-altos, Bairro : Mangueirão, Belém/Pa,</b> que a declarada é possessiva e ciumenta exercendo controle constante sobre a declarante e que o fato gera conflitos e agressões com frequência. Que a declarante havia bloqueado a companheira em seu celular e na data de hoje a declarante que é manicure encontrava-se na residência de uma cliente e VILMA motivada por ciúmes foi até o portão da residência chamou pela declarante e indagou : Qual é o teu problema co essa menina? (referia-se a uma outra moça que estava no local) Sendo que a declarante respondeu em textuais: - NADA!’ Em ato contínuo VILMA ao partir para cima da moça que se encontrava no local foi impedida pela declarante e em seguida motivada por ciúmes puxou os cabelos da declarante a qual para defender-se empurrou a motocicleta de VILMA que em revide a agrediu com socos próximos do ouvidos direito e esquerdo, causando lesões na boca e braço direito tendo em vista VILMA empurrou a declarante de encontro a parede, puxões de cabelo. Que em seguida VILMA passou a ofende-la de VAGABUNDA E algumas pessoas que estavam no local ajudaram VILMA a levantar a moto e em seguida retirou-se do local.Que foi encaminhada a exame de corpo de delito lesão corporal. Que teme por sua integridade física tendo em vista no início do mês de dezembro a declarante disse que não desejava manter a relação que seria melhor a separação e VILMA a enforcou na cama e disse em textuais: -<b> SE TU NÃO FICARES COMIGO, TU NÃO VAIS FICAR COM MAIS NINGUÉM E SE TUA MÃE SE METER EU MATO ELA TAMBÉM!”</b> Que requererá as Medidas Protetivas de Urgência em desfavor da ex-companheira. Que não aceitou A CASA ABRIGO. Que representa criminalmente pela AMEAÇA contra a ex-companheira. Que não possui testemunha do fato. Que registra para as providências cabíveis.//</p>",Nao informado,MANHA,2 SEMESTRE DE 2019,LESAO CORPORAL
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,SEG,ABRIL,2019,2019-04-08,AMEACA,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,TERRA FIRME,RESIDENCIA PARTICULAR,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>A relatora acima qualificada compareceu nesta Especializada para registrar contra seu Marido o Sr.<b>BENERVAL FERREIRA CARVALHO</b>,RG-5246749,Brasileiro,nascido em 05/11/1985,filho de Lourdinice Ferreira ,residente na Rua Lauro Sodre,Vila São Jorge n.11-C, Bairro da Terra Firme que estão juntos ha 13 anos e de casados 3, e dessa união tem 2 filhos ( Estefani 12 anos e Matheus 6 anos) que o Sr.Benerval sempre foi grosseiro, agressivo e ciumento que o mesmo não deixa a relatora trabalhar .Que pega a relatora a força rasga suas roupas e a obriga a ter relações sexuais com ele. Que ja sofreu várias agressões físicas,inclusive já chegou a registrar ocorrencia contra ele. Que já tentou se separar,porém o Sr.Benerval não aceita e a ameaça :"" TU VAIS MORRER COMIGO !"".Que o mesmo a ofende com palavras de baixo calão,só vive lhe expulsando de casa e sempre na frente dos filhos :"" SUA VAGABUNDA,SAFADA PROSTITUTA, SEU CARALHO,VAI TE FUDER !"". Que segunda feira dia 08/04/2019 por volta das 01:00h da madrugada a relatora estava no aniversario de sua irmã e quando chegou em sua casa o Sr.Benerval estava lhe esperando e começou a lhe interrogar porque havia chegado aquela hora ,a relatora lhe explicou, porem o mesmo não acreditou e começaram uma discussão onde o seu marido começou a gritar dizendo:"" VAGABUNDA ,PROSTITUTA EU TE MATAR!"" e começou a puxar o cabelo da relatora,pegou uma faca e lhe jogou contra a parede a ameçando :"" EU VOU TE MATAR !"" a relatora disse que diariamente é ameaçada,que o mesmo diz que se ela for embora vai atraz dela e vai lhe matar,se for atraz dos seus direitos que vai lhe matar.Que a mesma esta coagida dentro de sua casa e tem medo pois seu marido agora começou a fazer o mesmo com sua filha ,Falando que vai deixar ela passar fome e chamando palavroes para a criança. Que deseja representar contra o Sr.BENERVAL FERREIRA CARVALHO pelo crime de Ameaça e depois de Tomar Ciencia nas Medidas Protetivas de Urgência requer ao Douto juizo as seguintes contra o agressor :II - Afastamento do lar, domicílio ou local de convivência com a ofendida;III - Proibição de determinadas condutas, entre as quais:a) Aproximação da ofendida, de seus familiares e das testemunhas, fixando o limite mínimo de distância entre estes e o agressor;b) Contato com a ofendida, seus familiares e testemunhas por qualquer meio de comunicação;<br></p><p></p>",Nao informado,MADRUGADA,1 SEMESTRE DE 2019,AMEACA
TENONE UNIDADE INTEGRADA PROPAZ - 1ª RISP - 13ª AISP,TENONE UNIDADE INTEGRADA PROPAZ - 1ª RISP - 13ª AISP,SEG,NOVEMBRO,2019,2019-11-04,LESAO CORPORAL,Nao informado,OUTRAS,OUTROS MEIOS,TENONE,VIA PUBLICA,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<p>A relatora acima identificada compareceu a esta uipp do tenoné para comunicar que seu filho JADERSON CORREA DE MACEDO de 14 anos (20/04/2005), foi vítima de agressão física praticado&nbsp;por seu vizinho de nome Luciano conhecido como lourinho,&nbsp;que o fato ocorreu&nbsp;quando o seu filho Jarderson ia passando na rua onde mora Luciano, que o mesmo viu o filho da relatora, que Luciano armada com um pedaço de pau, veio a agredir o filho da relatora, que a paulada atingiu o braço direito, próximo ao ombro, que Luciano falou para a relatora que seu filho Jaderson tinha tirado graça com sua esposa, por esse motivo agrediu o seu filho. Registra-se para as devidas providências.//////////</p>",Nao informado,NOITE,2 SEMESTRE DE 2019,LESAO CORPORAL
